SCENARIO,CASE,SubWS,CASE2,TER.AREA,TA,NP,PD,TE,ED,LSI,AREA_AM,PARA_AM,PAFRAC,NDCA,DCAD,CWED,TECI,ECON_AM,CONTAG,CONNECT,COHESION,DIVISION,RPR,SHDI,AI,CA.DEV,PLAND.DEV,NP.DEV,CWED.DEV,TECI.DEV,CA.FOR,PLAND.FOR,NP.FOR,CWED.FOR,TECI.FOR,CA.LOAG,PLAND.LOAG,NP.LOAG,CWED.LOAG,TECI.LOAG,CA.HIAG,PLAND.HIAG,NP.HIAG,CWED.HIAG,TECI.HIAG,CA.WTR,PLAND.WTR,NP.WTR,CWED.WTR,TECI.WTR,POP_MIN,POP_MAX,POP_RANG,POP_MEAN,POP_STD,POP_SUM,MEAN_RI,AMP_MIN,AMP_MAX,AMP_RANG,AMP_MEAN,AMP_STD,AMP_SUM,P_AVL_TOT,P_AVL_HA,P_RET_TOT,P_RET_HA,P_EXP_TOT,P_EXP_HA,N_AVL_TOT,N_AVL_HA,N_RET_TOT,N_RET_HA,N_EXP_TOT,N_EXP_HA,P_VALUE,N_VALUE,GITTEST
IN,IN18Subwatershed25,25,IN1825,11119.7953,11153.7844,2500,22.4139,843053.0959,75.5845,21.4479,2822.1022,156.1055,1.3338,2500,22.4139,16.0237,19.7178,18.7806,49.5934,.2247,98.9853,.747,100,.9742,88.6468,5952.2753,53.3655,382,7.7792,14.7904,4076.1344,36.5449,695,12.6353,22.712,1009.3745,9.0496,1164,10.1833,24.4614,82.0111,.7353,178,.9618,22.8687,33.989,.3047,81,.3481,17.0584,0,4.27504396439,4.27504396439,.402870763496,.687049246263,49317.0216426,7.68678836997696,0,51.9093132019,51.9093132019,4.30392312957,3.18857291,526813.102829,8090.3245833,.727560567891029,4149.20743005,.373137033381361,3941.11715325,.354423534509669,54487.1854676,4.90001695153507,29000.3987412,2.60799753581795,25486.7867264,2.29201941571712,22610657.3252,13215963.1476,0
IN,IN18Subwatershed26,26,IN1826,9366.9445,9381.6154,1946,20.7427,522651.8656,55.7102,15.1768,6435.5126,117.7528,1.3147,1946,20.7427,10.3955,16.5791,15.1569,68.9577,.187,99.5201,.314,100,.5597,91.5133,7814.4742,83.2956,96,7.368,14.1683,1160.8217,12.3734,927,7.4063,19.4737,378.2535,4.0319,785,5.3422,21.3406,13.3951,.1428,70,.297,22.5122,14.6709,.1564,68,.2564,18.7972,0,3.370449543,3.370449543,.658578947749,.520881030337,67785.555355,7.81450305120962,0,58.7629852295,58.7629852295,5.14464149353,3.39593052606,529666.564966,12067.3858417,1.28829479471134,4875.29755838,.520478962844287,7192.08828328,.767815831862781,67460.1094836,7.2019332967757,28165.537162,3.00690765937601,39294.5723216,4.19502563739969,26567406.9829,12835502.8662,0
IN,IN18Subwatershed27,27,IN1827,4705.9798,4727.8494,1214,25.6776,330574.1354,69.9206,13.9068,2919.4884,149.4951,1.3217,1214,25.6776,13.5258,16.7028,15.4145,61.0712,.4184,99.2269,.3825,100,.7017,89.3165,3743.4427,79.1786,93,8.7268,13.9782,463.9095,9.8123,386,7.2642,21.4583,463.3628,9.8007,535,8.9935,20.157,35.2648,.7459,123,1.0864,21.0062,21.8696,.4626,77,.7136,20.8526,0,4.27144956589,4.27144956589,.48434900837,.564865127612,25127.5422052,8.06257046334415,0,49.3669967651,49.3669967651,5.44957029249,3.62099287428,282745.505056,6569.03161973,1.39589031379395,3052.24304399,.648588216207388,3516.78857574,.747302097586564,34832.6952818,7.40179447472341,16446.611458,3.49483256557965,18386.0838238,3.90696190914377,16632868.4946,7494993.87477,0
IN,IN18Subwatershed28,28,IN1828,12490.0187,12515.5333,3672,29.3395,1158322.5937,92.5508,27.4265,2367.1763,189.554,1.3395,3672,29.3395,19.598,19.9637,19.0839,45.3337,.142,98.8483,.8109,100,1.0216,86.0956,7037.829,56.2328,341,9.6313,15.1383,3636.3726,29.0549,1089,13.7471,24.1346,1640.2222,13.1055,1841,13.8123,22.8974,175.5949,1.403,303,1.502,21.3563,25.5146,.2039,98,.2963,18.3328,0,2.78881883621,2.78881883621,.367395968529,.529872889971,50448.6100226,7.73423876688909,0,30.4097957611,30.4097957611,4.28411956563,3.03458231963,588410.969981,14480.429181,1.15936008814783,7449.97065611,.596473939315239,7030.45852486,.562886148830185,78728.1673323,6.30328658613618,41633.5470728,3.3333454555036,37094.6202595,2.96994113063257,40597809.6848,18973098.5676,0
IN,IN18Subwatershed29,29,IN1829,13864.2516,13897.8762,5116,36.8114,1389763.7311,99.9983,30.8242,1898.0038,203.6152,1.3365,5116,36.8114,22.6769,21.6565,20.9621,37.6929,.1302,98.4556,.8634,100,1.1779,85.0374,6544.6689,47.0911,693,9.5563,16.2075,4479.1735,32.2292,1446,16.007,25.7246,2072.9675,14.9157,2202,14.6685,23.2777,767.4417,5.522,616,4.3418,25.1566,33.6246,.2419,159,.5484,25.4536,0,4.73542785645,4.73542785645,.376986864953,.595913081038,57498.0366426,7.83686928223098,0,73.5119857788,73.5119857788,3.29710371548,3.22488752048,502864.367374,14981.971524,1.08061884306831,7701.18457381,.555470630222117,7280.78695015,.52514821284331,80851.3899041,5.83164473905681,42817.0576365,3.08830644969686,38034.3322675,2.74333828935274,41966772.7709,19512443.9792,0
IN,IN18Subwatershed3,3,IN183,8960.625,9150.7997,3899,42.6083,1084546.3918,118.5193,29.5402,1179.057,240.9048,1.3243,3899,42.6083,28.448,23.023,22.3333,26.495,.1747,97.401,.8712,100,1.3844,82.355,3800.0304,41.5268,516,9.8125,17.5347,1945.668,21.2623,930,18.1696,29.5396,1745.1053,19.0705,1605,16.0591,21.7077,1469.8213,16.0622,712,11.2791,26.0091,190.1747,2.0782,136,1.3103,21.5179,0,1.10744535923,1.10744535923,.194133320822,.265260832457,19490.2088772,7.8142189301717,0,27.8104019165,27.8104019165,2.8605502051,2.66547694335,287262.172697,11792.4638408,1.31603139745274,6027.78168708,.67269656827286,5764.68215369,.643334829176536,59623.4899198,6.65394321487619,30699.793434,3.42607724729023,28923.6964857,3.22786596757481,32847744.6488,13990405.521,0
IN,IN18Subwatershed30,30,IN1830,5770.7573,5836.184,2212,37.9015,540250.6895,92.5692,19.071,1933.6895,190.8072,1.3331,2212,37.9015,19.085,19.0807,18.0625,44.9332,.2892,98.788,.6687,100,1.0233,86.1952,3393.9842,58.1542,351,9.8395,15.0787,1699.5436,29.1208,667,13.2203,22.3815,577.3582,9.8927,855,11.4811,22.4714,99.8713,1.7112,225,2.2541,23.6848,65.4266,1.1211,114,1.0198,17.3565,0,2.62369155884,2.62369155884,.418087247255,.525684751046,26773.8892269,7.84935135560725,0,32.331363678,32.331363678,4.17077163182,3.02974622049,267125.410703,7333.6751595,1.27083409997159,3490.93871563,.604935978789127,3842.73644387,.665898121182466,39164.4739313,6.78671305953207,19348.2734974,3.35281358954396,19816.2004339,3.43389946998811,19023493.1304,8817329.43719,0
IN,IN18Subwatershed31,31,IN1831,4861.1631,4876.2895,755,15.4831,205299.4882,42.1016,9.1069,3924.1596,93.9594,1.336,755,15.4831,7.2505,13.8887,13.1383,78.2026,.4977,99.498,.1953,100,.38,93.4344,4392.424,90.0772,73,6.1027,12.7896,398.0273,8.1625,443,5.8319,17.292,68.4337,1.4034,202,2.1307,20.5609,2.2781,.0467,15,.0937,19.4103,15.1265,.3102,22,.2809,16.8037,0,4.13519573212,4.13519573212,.907811379057,.597286962176,48609.668103,7.83266306273205,0,36.0280380249,36.0280380249,5.47083435422,3.47375355896,292760.758797,5605.27727922,1.15307327977125,2132.07864795,.438594345445846,3473.19863127,.714478934325409,33598.5233525,6.91162231370102,13337.5668405,2.74369869229444,20260.956512,4.16792362140657,11618532.096,6078150.62873,0
IN,IN18Subwatershed32,32,IN1832,13205.0645,13207.8894,433,3.2783,121471.1278,9.1969,4.6785,12579.246,25.4194,1.3038,433,3.2783,1.5636,9.5952,8.8456,93.7121,.836,99.8038,.0476,100,.1147,98.3727,12923.6753,97.8481,34,1.4143,9.039,240.2014,1.8186,216,1.1582,16.5933,38.4541,.2911,139,.4319,18.5994,2.7337,.0207,26,.0702,27.4286,2.8248,.0214,18,.0391,18.1915,0,7.95206594467,7.95206594467,1.24468865918,1.0248232166,179847.553742,7.97397814786669,0,88.3486175537,88.3486175537,6.527800254,4.58950687586,946172.007816,15096.0624762,1.14320247933662,6261.17585529,.474149585205737,8834.88662094,.669052894133156,92418.0069249,6.99867894813388,38925.1947312,2.94774741397136,53492.8121936,4.05093153415494,34119600.9366,17738857.4437,0
IN,IN18Subwatershed33,33,IN1833,4005.0582,4008.4297,793,19.7833,238384.0697,59.4707,11.1786,2367.5568,128.9272,1.3316,793,19.7833,11.6644,16.4952,15.0398,62.8788,.6044,99.1254,.4094,100,.6985,90.9288,3130.6375,78.1013,82,7.2471,13.3066,513.9363,12.8214,257,7.149,21.833,340.1639,8.4862,375,7.81,20.9171,20.3205,.5069,58,.6901,19.5812,3.3716,.0841,21,.1954,22.7632,0,4.83404827118,4.83404827118,.829022859695,.995437116378,36462.912438,7.95787455895833,0,31.0762500763,31.0762500763,5.53664801975,3.59439393261,243551.609741,5181.61927877,1.29376878437622,2374.65823569,.592914788526669,2806.96104309,.700853995852045,28798.8016867,7.19060753891167,13366.1710952,3.33732256255352,15432.6305915,3.85328497635815,12940443.3345,6091186.06245,0
IN,IN18Subwatershed34,34,IN1834,10747.3739,10761.7713,1714,15.9267,475802.1662,44.2123,12.9717,8092.9006,93.8101,1.3119,1714,15.9267,8.1551,16.2887,14.8934,73.4462,.2051,99.5729,.248,100,.4871,93.3005,9368.1292,87.0501,94,5.8847,14.0953,915.5174,8.5071,781,5.5567,19.4367,424.9998,3.9492,719,4.2414,20.3951,38.7275,.3599,80,.3786,21.3544,14.3975,.1338,40,.1669,18.4783,0,13.27247715,13.27247715,1.12825211342,1.21877579138,133265.754881,7.93758508082499,0,53.2582435608,53.2582435608,5.62880750985,3.69244637459,664767.79572,13948.4838889,1.29785043478389,6020.53336065,.560186461983052,7927.95052825,.737663972800835,78425.7947135,7.2972053864712,34601.7057197,3.21954982134752,43824.0889938,4.07765556512368,32808245.6776,15768571.726,0
IN,IN18Subwatershed35,35,IN1835,7266.1845,7289.2386,1899,26.0521,550997.1412,75.5905,17.3666,2667.3946,156.0345,1.3249,1899,26.0521,15.7181,19.3066,18.1685,50.04,.2877,98.9941,.6341,100,.9612,88.7564,4537.4014,62.2479,220,8.0789,15.0387,1865.0238,25.586,523,10.4791,23.5038,749.2171,10.2784,865,10.6068,22.2679,114.5422,1.5714,202,1.5951,20.9337,23.0542,.3163,89,.505,20.393,0,2.80450367928,2.80450367928,.552086022177,.778714658408,44181.2360107,7.76553535920645,0,26.0653133392,26.0653133392,4.29137648567,3.19378906154,343280.079218,6671.26028911,.918124263031031,3493.7873826,.480828333302024,3177.47290651,.437295929729007,40290.0293676,5.54486737401177,21201.586712,2.91784315578554,19088.4426557,2.62702421823999,19039016.6331,9661915.03625,0
IN,IN18Subwatershed36,36,IN1836,7508.2083,7544.4754,1773,23.5006,495846.1098,65.7231,15.7691,4623.3459,137.3038,1.3187,1773,23.5006,12.7268,17.5095,16.1542,60.8669,.2637,99.3119,.3872,100,.7211,90.1314,5965.4882,79.0709,114,8.1348,15.1317,763.5234,10.1203,658,7.3226,21.1135,663.0143,8.7881,766,7.9091,19.9062,116.1824,1.54,183,1.5308,21.3018,36.2671,.4807,52,.3447,17.7284,0,4.35397672653,4.35397672653,.876095290395,.775769959995,72536.3095683,7.8218941646304,0,40.1948852539,40.1948852539,5.01470891452,3.50114205623,415187.809868,10191.5377726,1.35738612534231,4376.31674107,.582870981492349,5815.2210315,.774515143845969,55386.8219864,7.37683609369229,24452.716683,3.25679785455606,30934.1053034,4.12003823913623,23848264.9631,11143508.9367,0
IN,IN18Subwatershed37,37,IN1837,11881.8608,12336.1113,4433,35.9351,1488745.7958,120.6819,34.8118,766.8489,244.8876,1.3508,4433,35.9351,26.2943,20.9696,21.0519,28.496,.1508,97.6061,.9378,100,1.3417,81.9762,4637.3638,37.5918,520,10.5563,15.9022,3715.8323,30.1216,1089,17.4768,26.196,2909.2986,23.5836,2009,19.4712,22.4359,619.3661,5.0208,676,3.9789,20.6716,454.2504,3.6823,139,.8936,15.5264,0,1.96122050285,1.96122050285,.0989644996235,.145981252662,13398.605675,7.59625660878446,0,41.2832489014,41.2832489014,3.23702943509,2.76868433473,438222.570864,11518.4874958,.969417811711782,7196.50898957,.605671881761988,4321.97850618,.363745929945586,63151.1515005,5.31492100130478,39337.1468831,3.31068908693999,23814.0046174,2.00423191436479,39216597.7344,17926590.8781,0
IN,IN18Subwatershed4,4,IN184,10084.3595,10119.4421,4813,47.5619,1396012.3701,137.9535,36.003,160.5528,279.3136,1.3348,4813,47.5619,35.7004,24.9184,26.8161,24.3755,.1526,95.2095,.9841,100,1.3703,79.4,1661.8185,16.422,931,8.9692,18.4985,3325.4594,32.8621,891,25.1139,32.8555,2147.142,21.218,2090,18.3915,21.4238,2949.9396,29.1512,783,17.8284,27.0337,35.0825,.3467,118,.6748,26.0011,0,1.0526163578,1.0526163578,.0951699778927,.224596071616,10569.6729147,7.78204429209222,0,22.1639308929,22.1639308929,1.27889320631,1.61375538345,142023.648347,11135.3115607,1.10421604472748,6832.35678453,.677520152324002,4302.95477619,.426695892405462,54971.6331608,5.45117745562323,33875.3014522,3.35919216804994,21096.3317087,2.09198528758321,37232189.6609,15437537.2421,0
IN,IN18Subwatershed5,5,IN185,10923.0598,10948.0276,3800,34.7094,1101269.8025,100.5907,27.5476,1268.3864,204.9147,1.3267,3800,34.7094,23.6415,22.4246,22.0166,34.3007,.1683,97.8842,.8841,100,1.2601,85.006,4590.3441,41.9285,505,8.1256,16.5598,3620.9728,33.0742,883,17.2697,27.4611,1506.2707,13.7584,1716,13.5295,22.4385,1205.4722,11.0109,624,7.7938,25.0276,24.9678,.2281,72,.3349,22.0054,0,3.32023334503,3.32023334503,.204257775212,.353399180636,24539.3248562,7.87988368768044,0,42.0555915833,42.0555915833,3.39222984998,3.20472854511,407559.455326,11731.8896018,1.07404791483427,6218.31366616,.569283129454258,5513.57593566,.50476478538184,64035.5396034,5.86241774519993,34646.0355809,3.17182513098573,29389.5040225,2.6905926142142,33886028.0707,15788773.5797,0
IN,IN18Subwatershed6,6,IN186,10327.3858,10410.5815,4959,47.6342,1462513.5865,140.4834,37.3597,173.3991,285.0842,1.3498,4959,47.6342,35.1025,23.9318,25.9908,26.2216,.1693,95.104,.9833,100,1.3217,78.9509,1202.7385,11.553,1106,7.5388,17.3214,4177.8282,40.1306,897,26.2561,30.6638,3103.4827,29.8108,1909,23.0718,22.8698,1843.3364,17.7064,895,12.1498,24.3444,83.1957,.7991,152,.7459,14.5006,0,.934049129486,.934049129486,.0507731638499,.150989917012,5799.46309443,7.84704767980004,0,20.8198757172,20.8198757172,1.05944435994,1.28533687616,121038.33979,8252.68949735,.799107311101905,5304.76139341,.513659651739746,2947.92810394,.285447659362159,44530.4894195,4.3118839832148,29062.0984403,2.81408083353485,15468.3909792,1.49780314967995,28907723.7232,13244080.7247,0
IN,IN18Subwatershed7,7,IN187,5675.8978,5684.3723,2635,46.3552,802391.6622,141.1575,27.776,186.0138,286.6164,1.3422,2635,46.3552,35.9095,24.3448,26.0851,30.3828,.3183,95.866,.9673,100,1.2301,78.9763,703.9287,12.3836,696,7.9595,16.4274,2488.3993,43.7761,499,28.2514,29.9547,1899.3773,33.414,1054,27.4421,24.6874,584.1925,10.2772,351,7.4318,23.5997,8.4745,.1491,35,.2977,24.8053,0,.745468318462,.745468318462,.0451036978863,.142130344713,2813.56867415,7.8085968640819,0,21.3954772949,21.3954772949,1.04510948952,1.28614574661,65194.975066,3810.3596412,.671322806622769,2627.07018178,.462846632259658,1183.28945942,.208476174363111,21233.8357182,3.74105321596876,14667.9040412,2.58424386027529,6565.93167692,1.15680935567938,14315934.9468,6684407.37629,0
IN,IN18Subwatershed8,8,IN188,13569.8317,13607.1923,5180,38.0681,1577947.3819,115.9642,35.1682,605.0131,235.3803,1.3386,5180,38.0681,27.161,22.5185,23.4353,32.7048,.1332,97.2557,.9555,100,1.2489,82.6468,3739.3421,27.4806,865,8.747,16.5959,6140.7186,45.1285,931,20.1648,27.1982,2596.7451,19.0836,2402,18.98,23.6159,1093.0259,8.0327,849,5.7374,21.9434,37.3606,.2746,133,.434,21.5,0,.966805577278,.966805577278,.0611097078689,.118986407147,9125.26823723,7.75149091200966,0,38.3476409912,38.3476409912,2.46848697268,2.41426903867,368611.754169,10052.2985361,.740782845236024,5818.93262389,.428813912547641,4233.36591219,.31196893268691,58955.6857149,4.34461436355913,35197.707557,2.5938204935143,23757.9781579,1.75079387004483,31709644.2574,16040179.6576,0
IN,IN18Subwatershed9,9,IN189,5150.3888,5166.0621,1716,33.2168,505928.4549,97.9331,19.3774,309.7455,203.4507,1.3449,1716,33.2168,21.899,20.2734,21.1816,43.3934,.3757,96.7704,.94,100,1.0507,85.27,1536.6148,29.7444,340,8.4079,15.0829,2810.703,54.4071,326,17.0512,23.5407,719.4197,13.9259,759,15.2206,24.3942,83.6513,1.6192,239,2.1365,20.1117,15.6732,.3034,52,.4358,19.3212,0,1.42215633392,1.42215633392,.0979580507301,.214866135502,5553.92760225,7.49147846344537,0,34.9792823792,34.9792823792,2.48547312486,2.58882677849,140908.927868,2427.01597829,.471229662950882,1451.3078335,.281786072830074,975.708144791077,.189443590121017,17852.6001681,3.46626261848426,11197.2219324,2.17405372044922,6655.37823575,1.29220889804475,7908745.13985,5102759.92181,0
IN,IN20Subwatershed1,1,IN201,12961.5826,13007.7822,4663,35.8478,1215043.3315,93.409,28.328,3915.8895,191.3386,1.3226,4663,35.8478,22.0618,22.1953,20.969,40.4547,.1259,98.6314,.699,100,1.1308,85.9752,7715.423,59.3139,485,8.8863,17.1284,2253.8476,17.3269,1185,13.6476,28.9103,1567.2323,12.0484,1945,11.7509,20.9499,1425.0797,10.9556,884,8.8168,26.34,46.1996,.3552,164,.7157,26.633,0,3.56575345993,3.56575345993,.347331862532,.512596603208,49588.2226819,8.03137417765522,0,35.5669250488,35.5669250488,3.99046811611,3.41422704758,569635.333106,19395.9604807,1.49641915491863,9390.43069925,.724481800490166,10005.5297814,.771937354424606,97565.7941275,7.52730566462617,47946.4983245,3.6991237724705,49619.295803,3.82818189215567,51172136.9095,21850015.2555,0
IN,IN20Subwatershed10,10,IN2010,10455.2319,10464.5266,5316,50.8002,1554492.3456,148.5488,39.3459,138.5832,300.386,1.3507,5316,50.8002,36.3037,23.5883,25.2925,26.9392,.1572,94.6909,.9868,100,1.29,77.7775,1239.0056,11.8401,1264,8.4178,17.4424,3996.857,38.1943,896,26.5305,30.5977,3492.4887,33.3746,2166,26.7996,23.021,1726.8806,16.5022,933,10.2131,21.2106,9.2946,.0888,57,.2095,24.5372,0,1.38273477554,1.38273477554,.0559266423411,.172042538752,6422.9511663,7.72584775254029,0,19.7949390411,19.7949390411,1.05270263382,1.32037413957,120891.317765,9097.37977579,.870127019926741,6161.03416472,.589277619439508,2936.34561107,.280849400487234,44778.0754723,4.28283905135571,30222.6810465,2.89067534183532,14555.3944258,1.3921637095204,33573889.62,13772977.4854,0
IN,IN20Subwatershed11,11,IN2011,9590.6526,9641.9551,3730,38.6851,1165990.0058,120.9288,31.1037,283.8814,246.3784,1.3437,3730,38.6851,27.7789,21.91,22.2995,31.0035,.1951,96.6753,.9706,100,1.2719,81.8972,2997.2327,31.0853,679,9.7678,16.1371,3564.7496,36.9712,824,19.84,26.4421,2476.371,25.6833,1554,20.6004,23.5505,552.2993,5.7281,554,4.3115,21.5045,51.3025,.5321,119,.7333,22.2662,0,.55757522583,.55757522583,.0704272997393,.123262215617,7453.46198601,7.72182745782093,0,25.0304222107,25.0304222107,2.78532469127,2.33971520871,294720.776232,8496.16383208,.88587963576952,4930.93448939,.514139620633324,3565.22934269,.371740015136196,48256.8840982,5.03165802275019,28577.250131,2.9796981835209,19679.6339672,2.05195983922929,26870594.4236,13023127.3011,0
IN,IN20Subwatershed12,12,IN2012,8130.8549,8158.1008,2235,27.3961,653480.8586,80.1021,19.8998,4171.2151,167.2494,1.3269,2235,27.3961,15.8783,17.9999,16.7878,54.6639,.2116,99.2809,.4887,100,.8262,87.8554,5959.6563,73.052,208,9.9335,14.8287,1179.2286,14.4547,693,9.5442,22.08,883.2597,10.8268,1101,10.3106,20.9352,108.7103,1.3325,143,1.3252,24.666,27.2459,.334,90,.4378,18.1472,0,2.04445457458,2.04445457458,.383990411044,.407082253113,34379.813472,7.96709577252697,0,39.1887321472,39.1887321472,5.02729430752,3.37960572715,450083.604764,10471.9376764,1.2879257845814,5151.38894335,.633560555034625,5320.54873307,.654365229549232,56862.5031381,6.99342244295861,28432.9298741,3.49691763335981,28429.5732639,3.49650480958651,28071937.1375,12957358.1642,0
IN,IN20Subwatershed13,13,IN2013,3549.2587,3568.0301,1086,30.437,336249.2278,94.2395,15.6515,293.4313,197.0069,1.3411,1086,30.437,20.4826,19.5307,19.3908,42.162,.5232,97.361,.9178,100,1.0944,85.9164,1668.835,46.7719,136,8.6842,14.0112,1349.994,37.8358,292,15.8901,23.8773,455.9818,12.7797,518,13.5866,24.2147,74.4479,2.0865,111,1.9861,20.3423,18.7714,.5261,29,.4365,16.75,0,.478449046612,.478449046612,.0807737508313,.100743158054,3162.61544005,7.5516642985116,0,33.914478302,33.914478302,3.34450402977,2.92706404891,130957.39979,2839.63888016,.800065343267314,1571.80961929,.442855748804673,1267.82926087,.357209594462641,17115.9439622,4.82239966396363,9744.5352686,2.74551282176191,7371.40869363,2.07688684221018,8565406.59422,4440746.4928,0
IN,IN20Subwatershed14,14,IN2014,14406.8006,14422.0183,6202,43.0037,1923494.1017,133.372,41.2959,350.0311,269.7833,1.3446,6202,43.0037,32.3852,23.5347,25.3446,29.5937,.1309,96.1112,.9757,100,1.2684,80.0283,1773.5358,12.2974,1458,7.869,17.4762,6038.2958,41.8686,993,23.3546,30.3023,4586.2435,31.8003,2510,23.881,22.9215,2008.7255,13.9282,1171,9.1478,21.4933,15.2176,.1055,70,.2413,25.7277,0,.689636588097,.689636588097,.0399828705641,.119390426744,6328.04894131,7.80625262035916,0,22.5104751587,22.5104751587,1.16825240061,1.35128680162,184898.139192,10852.1720713,.753267319553239,6829.36425236,.474037535603845,4022.80781889,.279229783945923,58439.3701012,4.05637391144291,37486.3979749,2.60199325413722,20952.9721262,1.45438065729875,37215882.1804,17083173.8761,0
IN,IN20Subwatershed15,15,IN2015,11879.1271,11983.7368,2511,20.9534,713552.316,59.5434,18.3471,6472.399,125.8628,1.3402,2511,20.9534,11.9184,17.7607,15.8366,59.1599,.2298,99.2656,.4599,100,.7915,90.9126,9071.1578,75.6956,303,6.4697,14.0411,1659.1759,13.8452,750,7.999,22.531,974.7476,8.1339,1118,7.5446,21.239,174.0458,1.4523,300,1.3824,19.7691,104.6097,.8729,40,.2905,16.4302,0,2.20411729813,2.20411729813,.516128995549,.498045362016,67864.7693667,7.89676684995542,0,49.6783790588,49.6783790588,5.29941031603,3.77690078395,696930.750072,15291.7868952,1.28728203398043,6745.4414435,.567839824148358,8546.34545168,.719442209830384,84947.1801331,7.15096146526625,38512.2186048,3.2420074539652,46434.9615283,3.90895401130105,36758553.9063,17550657.367,0
IN,IN20Subwatershed16,16,IN2016,15851.9275,15904.4147,5497,34.5627,1779745.2173,111.9026,36.7859,446.6233,227.3165,1.3385,5497,34.5627,25.8892,22.1771,22.8736,35.7636,.1229,97.0977,.9719,100,1.1925,83.2174,4908.5472,30.8628,807,8.8176,15.9933,6862.6897,43.1496,1105,18.9124,27.0785,3550.6255,22.3248,2558,20.0618,23.7612,530.0651,3.3328,917,3.3474,20.7925,52.4871,.33,110,.3762,20.7746,0,.698554575443,.698554575443,.047943824328,.07835934186,8367.3000532,7.57947295817519,0,48.5796699524,48.5796699524,2.85818667405,2.6700530926,498859.327529,12316.266024,.776956999330208,7236.83728945,.456527276537822,5079.42873456,.320429722793017,72680.6411706,4.58497183832061,43565.4664088,2.74827565346864,29115.1747618,1.83669618485197,39436362.4447,19853506.2812,0
IN,IN20Subwatershed17,17,IN2017,12894.6068,13024.4578,3011,23.118,908044.9792,69.7184,21.8567,6204.6857,145.4768,1.3299,3011,23.118,14.185,18.4955,16.7281,56.4042,.1641,99.3116,.5236,100,.824,89.4039,9385.8982,72.0636,275,7.7403,14.4274,2349.5272,18.0393,994,10.0248,22.3048,1101.1358,8.4544,1409,9.127,22.6399,58.0456,.4457,265,.8358,21.8811,129.8509,.997,68,.455,16.5514,0,2.45642232895,2.45642232895,.343636360354,.409029859814,49114.2268036,7.82029372726139,0,71.4159317017,71.4159317017,4.72981109414,3.32705854979,676041.359307,16360.0298641,1.2687498050813,7340.21960407,.569247261116175,9019.81025999,.699502543962023,89134.4678925,6.91253865084897,41433.9170276,3.21327495054754,47700.5508649,3.69926370030143,39999733.1917,18882123.8419,0
IN,IN20Subwatershed18,18,IN2018,6772.3864,6785.2348,2658,39.1733,867443.9188,127.8429,27.5925,101.9881,259.5474,1.3423,2658,39.1733,28.8396,21.5142,23.0655,28.567,.2985,94.9474,.985,100,1.3186,81.0001,1356.2815,19.9887,442,7.6242,16.2285,2224.0502,32.7778,436,19.2039,30.3556,2393.8132,35.2797,1032,22.6859,21.3215,798.2415,11.7644,702,7.4225,17.909,12.8484,.1894,46,.3195,21.8963,0,.553237259388,.553237259388,.0527776909335,.108512302087,3928.98242385,7.55490058802742,0,18.9668483734,18.9668483734,2.09690806393,2.14316006769,156139.968257,6396.19065673,.944451524019657,4219.01540459,.622973226186562,2177.17525215,.321478297834571,33838.6110481,4.99655646466067,22212.5317584,3.27986775214125,11626.0792898,1.71668871253418,22991068.3356,10122619.4768,0
IN,IN20Subwatershed19,19,IN2019,12351.8756,12400.0799,3894,31.403,1203542.2133,97.0592,28.2934,2837.0694,197.7068,1.3378,3894,31.403,20.7478,20.4084,19.6857,38.5926,.1631,98.6903,.7712,100,1.1707,85.5124,6382.7425,51.4734,521,8.6919,15.5997,3135.9226,25.2895,920,13.6844,26.0631,2190.699,17.6668,1755,14.7591,21.5572,642.5115,5.1815,624,3.7805,19.9096,48.2043,.3887,74,.3979,19.5995,0,1.34215188026,1.34215188026,.205288470835,.232606122114,27934.4233804,7.62634488404828,0,24.611114502,24.611114502,3.86628544936,3.01895076942,526124.123949,14033.8510786,1.13617166599379,7628.44481428,.61759404493031,6405.40626428,.518577621060238,75620.1676893,6.12216072588199,41550.2431387,3.36388128283125,34069.9245506,2.75827944305074,41570385.3151,18935135.5819,0
IN,IN20Subwatershed2,2,IN202,6364.6089,6379.7354,1856,29.0921,593650.8946,93.0526,20.1047,962.0024,192.7484,1.3349,1856,29.0921,20.8355,20.6627,19.8353,40.7953,.3067,98.176,.8492,100,1.128,86.0503,3249.5536,50.9356,236,8.9586,15.108,2048.0908,32.1031,497,15.7598,24.7675,713.77,11.1881,893,12.3734,23.3861,353.1945,5.5362,200,4.0658,26.2132,15.1265,.2371,30,.2816,20.1081,0,1.20337367058,1.20337367058,.146651195228,.186513702957,10266.1702708,7.73071166893921,0,34.1181411743,34.1181411743,3.77789662214,2.98534207736,264498.098309,5979.02553316,.939417586705131,3310.58228864,.520154865861436,2668.44324452,.419262720843696,34506.4547332,5.42161431682,19568.4900864,3.07457856309129,14937.9646468,2.34703575372872,18040660.2796,8917685.79265,0
